nr,company,location_hq,region,usstate,country,continent,laid_off,date_layoffs,percentage,company_size_before_layoffs,company_size_after_layoffs,industry,stage,money_raised_in__mil,year,latitude,longitude
186,Magic Leap,Miami,,Florida,USA,North America,1000.0,22.04.20,50,2000.0,1000.0,Consumer,Series E,2600,2020,"25,7741728","-80,19362"
187,When I Work,Minneapolis,,Minnesota,USA,North America,55.0,22.04.20,35,157.0,102.0,HR,Series B,24,2020,"44,9772995","-93,2654692"
188,Oscar Health,New York City,,New York,USA,North America,70.0,23.04.20,5,1400.0,1330.0,Healthcare,Unknown,,2020,"40,7127281","-74,0060152"
189,Sisense,New York City,,New York,USA,North America,80.0,23.04.20,9,889.0,809.0,Data,Series F,274,2020,"40,7127281","-74,0060152"
190,StockX,Detroit,,Michigan,USA,North America,100.0,23.04.20,12,833.0,733.0,Retail,Series C,160,2020,"42,3315509","-83,0466403"
191,Zenefits,San Francisco,San Francisco Bay Area,California,USA,North America,87.0,23.04.20,15,580.0,493.0,HR,Series C,583,2020,"37,7792588","-122,4193286"
192,Ada Support,Toronto,,,Canada,North America,36.0,24.04.20,23,157.0,121.0,Support,Series B,60,2024,"43,6534817","-79,3839347"
193,Divergent 3D,Los Angeles,,California,USA,North America,57.0,24.04.20,36,158.0,101.0,Transportation,Series B,88,2020,"34,0536909","-118,242766"
194,Horizn Studios,Berlin,,Berlin,Germany,Europe,15.0,24.04.20,25,60.0,45.0,Travel,Series B,30,2020,"52,5170365","13,3888599"
195,Jiobit,Chicago,,Illinois,USA,North America,6.0,24.04.20,21,29.0,23.0,Consumer,Unknown,12,2020,"41,8755616","-87,6244212"
196,Lighter Capital,Seattle,,Washington,USA,North America,18.0,24.04.20,22,82.0,64.0,Finance,Series B,15,2020,"47,6038321","-122,330062"
197,TutorMundi,Sao Paulo,,,Brazil,South America,4.0,24.04.20,100,4.0,,Education,Series A,2,2020,"-23,5506507","-46,6333824"
198,UPshow,Chicago,,Illinois,USA,North America,19.0,24.04.20,30,63.0,44.0,Marketing,Series A,7,2020,"41,8755616","-87,6244212"
199,Welkin Health,San Francisco,San Francisco Bay Area,California,USA,North America,10.0,24.04.20,33,30.0,20.0,Healthcare,Series B,29,2020,"37,7792588","-122,4193286"
200,Submittable,Missoula,,Montana,USA,North America,30.0,25.04.20,20,150.0,120.0,Other,Series B,17,2020,"46,8701049","-113,995267"
201,Automation Anything,San Jose,San Francisco Bay Area,California,USA,North America,260.0,27.04.20,10,2600.0,2340.0,Other,Series B,840,2020,"37,3361663","-121,890591"
202,JetClosing,Seattle,,Washington,USA,North America,20.0,27.04.20,20,100.0,80.0,Real Estate,Series A,24,2020,"47,6038321","-122,330062"
203,App Annie,San Francisco,San Francisco Bay Area,California,USA,North America,80.0,28.04.20,18,444.0,364.0,Data,Unknown,156,2020,"37,7792588","-122,4193286"
204,Deliveroo,London,,,UK,Europe,367.0,28.04.20,15,2447.0,2080.0,Food,Series G,1500,2020,"51,4893335","-0,144055085"
205,OpenX,Los Angeles,,California,USA,North America,35.0,28.04.20,15,233.0,198.0,Marketing,Unknown,70,2020,"34,0536909","-118,242766"
206,PayJoy,San Francisco,San Francisco Bay Area,California,USA,North America,27.0,28.04.20,25,108.0,81.0,Finance,Series B,71,2020,"37,7792588","-122,4193286"
207,Shipsi,Los Angeles,,California,USA,North America,20.0,28.04.20,50,40.0,20.0,Retail,Seed,2,2020,"34,0536909","-118,242766"
208,TripAdvisor,Boston,,Massachusetts,USA,North America,900.0,28.04.20,25,3600.0,2700.0,Travel,Post-IPO,3,2020,"42,3554334","-71,060511"
209,Kayak / OpenTable,Stamford,,Connecticut,USA,North America,160.0,29.04.20,8,2000.0,1840.0,Travel,Acquired,229,2020,"41,0534302","-73,5387341"
210,Lime,San Francisco,San Francisco Bay Area,California,USA,North America,80.0,29.04.20,13,615.0,535.0,Transportation,Series D,765,2020,"37,7792588","-122,4193286"
211,Lyft,San Francisco,San Francisco Bay Area,California,USA,North America,982.0,29.04.20,17,5776.0,4794.0,Transportation,Post-IPO,4900,2020,"37,7792588","-122,4193286"
212,TranSan Francisco Bay Areaix,New York City,,New York,USA,North America,24.0,29.04.20,10,240.0,216.0,Logistics,Series D,128,2020,"40,7127281","-74,0060152"
213,Culture Trip,London,,,UK,Europe,95.0,01.05.20,32,297.0,202.0,Media,Series B,102,2020,"51,4893335","-0,144055085"
214,Namely,New York City,,New York,USA,North America,110.0,01.05.20,40,275.0,165.0,HR,Series E,217,2020,"40,7127281","-74,0060152"
215,Sandbox VR,San Francisco,San Francisco Bay Area,California,USA,North America,80.0,01.05.20,80,100.0,20.0,Consumer,Series A,82,2020,"37,7792588","-122,4193286"
216,TheSkimm,New York City,,New York,USA,North America,26.0,01.05.20,20,130.0,104.0,Media,Series C,28,2020,"40,7127281","-74,0060152"
217,Trax,Tel Aviv,,,Israel,Asia,120.0,03.05.20,10,1200.0,1080.0,Retail,Series D,386,2020,"32,0852997","34,7818064"
218,Careem,Dubai,,,United Arabian Emirates,Asia,536.0,04.05.20,31,1729.0,1193.0,Transportation,Acquired,771,2020,"25,276987","55,296249"
219,CureFit,Bengaluru,,,India,Asia,800.0,04.05.20,16,5000.0,4200.0,Fitness,Series D,404,2020,"12,98815675","77,62260004"
220,Deputy,Sydney,,,Australia,Oceana,60.0,04.05.20,30,200.0,140.0,HR,Series B,106,2020,"-33,8698439","151,2082848"
221,Element AI,Montreal,,,Canada,North America,62.0,04.05.20,15,413.0,351.0,Other,Series B,257,2020,"45,5031824","-73,5698065"
222,Loopio,Toronto,,,Canada,North America,11.0,04.05.20,8,138.0,127.0,Sales,Series A,11,2020,"43,6534817","-79,3839347"
223,Oriente,Hong Kong,,,Hong Kong,Asia,400.0,04.05.20,20,2000.0,1600.0,Finance,Series B,175,2020,"22,2793278","114,1628131"
224,Veriff,Tallinn,,,Estonia,Europe,63.0,04.05.20,21,300.0,237.0,Security,Series A,7,2020,"59,4372155","24,7453688"
225,Airbnb,San Francisco,San Francisco Bay Area,California,USA,North America,1900.0,05.05.20,25,7600.0,5700.0,Travel,Private Equity,5400,2020,"37,7792588","-122,4193286"
226,Andela,New York City,,New York,USA,North America,135.0,05.05.20,10,1350.0,1215.0,HR,Series D,181,2020,"40,7127281","-74,0060152"
227,Juul,San Francisco,San Francisco Bay Area,California,USA,North America,900.0,05.05.20,30,3000.0,2100.0,Consumer,Unknown,1500,2020,"37,7792588","-122,4193286"
228,Stack Overflow,New York City,,New York,USA,North America,40.0,05.05.20,15,267.0,227.0,HR,Series D,68,2020,"40,7127281","-74,0060152"
229,Workable,Boston,,Massachusetts,USA,North America,25.0,05.05.20,10,250.0,225.0,HR,Series C,84,2020,"42,3554334","-71,060511"
230,Rubicon Project,Los Angeles,,California,USA,North America,50.0,06.05.20,8,625.0,575.0,Marketing,Post-IPO,60,2020,"34,0536909","-118,242766"
231,Segment,San Francisco,San Francisco Bay Area,California,USA,North America,50.0,06.05.20,10,500.0,450.0,Data,Series D,283,2020,"37,7792588","-122,4193286"
232,Uber,San Francisco,San Francisco Bay Area,California,USA,North America,3700.0,06.05.20,14,26429.0,22729.0,Transportation,Post-IPO,24700,2020,"37,7792588","-122,4193286"
233,Flywire,Boston,,Massachusetts,USA,North America,60.0,07.05.20,12,500.0,440.0,Finance,Series E,263,2020,"42,3554334","-71,060511"
234,Glassdoor,San Francisco,San Francisco Bay Area,California,USA,North America,300.0,07.05.20,30,1000.0,700.0,HR,Acquired,204,2020,"37,7792588","-122,4193286"
235,Jump,New York City,,New York,USA,North America,500.0,07.05.20,100,500.0,,Transportation,Acquired,11,2020,"40,7127281","-74,0060152"
236,Numbrs,Zurich,,,Switzerland,Europe,62.0,07.05.20,50,124.0,62.0,Finance,Series B,78,2020,"47,3744489","8,5410422"
237,Tally,San Francisco,San Francisco Bay Area,California,USA,North America,28.0,07.05.20,23,122.0,94.0,Finance,Series C,92,2020,"37,7792588","-122,4193286"
238,N26,New York City,,New York,USA,North America,9.0,08.05.20,1,900.0,891.0,Finance,Series D,782,2020,"40,7127281","-74,0060152"
239,Cadre,New York City,,New York,USA,North America,28.0,11.05.20,25,112.0,84.0,Real Estate,Series C,133,2020,"40,7127281","-74,0060152"
240,Revolut,London,,,UK,Europe,60.0,11.05.20,3,2000.0,1940.0,Finance,Series D,837,2020,"51,4893335","-0,144055085"
241,Hireology,Chicago,,Illinois,USA,North America,36.0,12.05.20,17,212.0,176.0,HR,Series D,52,2020,"41,8755616","-87,6244212"
242,Mixpanel,San Francisco,San Francisco Bay Area,California,USA,North America,65.0,12.05.20,19,342.0,277.0,Data,Series B,77,2020,"37,7792588","-122,4193286"
243,Top Hat,Toronto,,,Canada,North America,16.0,12.05.20,3,533.0,517.0,Education,Series D,104,2020,"43,6534817","-79,3839347"
244,Zeus Living,San Francisco,San Francisco Bay Area,California,USA,North America,73.0,12.05.20,50,146.0,73.0,Real Estate,Series B,79,2020,"37,7792588","-122,4193286"
245,Deliv,Menlo Park,San Francisco Bay Area,California,USA,North America,669.0,13.05.20,100,669.0,,Retail,Series C,80,2020,"37,4519671","-122,177992"
246,Kickstarter,New York City,,New York,USA,North America,25.0,13.05.20,18,139.0,114.0,Finance,Unknown,10,2020,"40,7127281","-74,0060152"
247,Mercos,Joinville,,,Brazil,South America,51.0,13.05.20,40,128.0,77.0,Sales,Unknown,2,2020,"-26,3044898","-48,8486726"
248,Cruise,San Francisco,San Francisco Bay Area,California,USA,North America,150.0,14.05.20,8,1875.0,1725.0,Transportation,Acquired,5300,2020,"37,7792588","-122,4193286"
249,Integral Ad Science,New York City,,New York,USA,North America,70.0,14.05.20,10,700.0,630.0,Marketing,Acquired,116,2020,"40,7127281","-74,0060152"
250,Ridecell,San Francisco,San Francisco Bay Area,California,USA,North America,35.0,14.05.20,15,233.0,198.0,Transportation,Series B,73,2020,"37,7792588","-122,4193286"
251,Lattice,San Francisco,San Francisco Bay Area,California,USA,North America,16.0,15.05.20,10,160.0,144.0,HR,Series C,49,2020,"37,7792588","-122,4193286"
252,Lendingkart,Ahmedabad,,,India,Asia,500.0,15.05.20,50,1000.0,500.0,Finance,Unknown,200,2020,"23,0216238","72,5797068"
253,Zomato,Gurugram,,,India,Asia,520.0,15.05.20,13,4000.0,3480.0,Food,Series J,914,2020,"28,4646148","77,0299194"
254,Swiggy,Bengaluru,,,India,Asia,1100.0,18.05.20,14,7857.0,6757.0,Food,Series I,1600,2020,"12,98815675","77,62260004"
255,Uber,San Francisco,San Francisco Bay Area,California,USA,North America,3000.0,18.05.20,13,23077.0,20077.0,Transportation,Post-IPO,24700,2020,"37,7792588","-122,4193286"
256,WeWork,New Delhi,,,India,Asia,100.0,18.05.20,20,500.0,400.0,Real Estate,Series H,19500,2020,"28,6138954","77,2090057"
257,Livspace,Bengaluru,,,India,Asia,450.0,19.05.20,15,3000.0,2550.0,Retail,Series D,157,2020,"12,98815675","77,62260004"
258,Pollen,London,,,UK,Europe,69.0,19.05.20,31,223.0,154.0,Travel,Series B,88,2020,"51,4893335","-0,144055085"
259,Intercom,San Francisco,San Francisco Bay Area,California,USA,North America,39.0,20.05.20,6,650.0,611.0,Support,Series D,240,2020,"37,7792588","-122,4193286"
260,Ola,Bengaluru,,,India,Asia,1400.0,20.05.20,35,4000.0,2600.0,Transportation,Series J,3800,2020,"12,98815675","77,62260004"
261,Samsara,San Francisco,San Francisco Bay Area,California,USA,North America,300.0,20.05.20,18,1667.0,1367.0,Logistics,Series F,530,2020,"37,7792588","-122,4193286"
262,ShareChat,Bengaluru,,,India,Asia,101.0,20.05.20,25,404.0,303.0,Marketing,Series D,222,2020,"12,98815675","77,62260004"
263,SoFi,San Francisco,San Francisco Bay Area,California,USA,North America,112.0,20.05.20,7,1600.0,1488.0,Finance,Private Equity,2500,2020,"37,7792588","-122,4193286"
264,Stay Alfred,Spokane,,Washington,USA,North America,221.0,20.05.20,100,221.0,,Travel,Series B,62,2020,"47,6571934","-117,42351"
265,Cvent,Washington DC,,District of Columbia,USA,North America,400.0,21.05.20,10,4000.0,3600.0,Marketing,Acquired,146,2020,"38,8950368","-77,0365427"
266,Glitch,New York City,,New York,USA,North America,18.0,21.05.20,36,50.0,32.0,Product,Series A,30,2020,"40,7127281","-74,0060152"
267,PickYourTrail,Chennai,,,India,Asia,70.0,21.05.20,35,200.0,130.0,Travel,Series A,3,2020,"13,0836939","80,270186"
268,Bluprint,Denver,,Colorado,USA,North America,137.0,26.05.20,100,137.0,,Education,Acquired,108,2020,"39,7392364","-104,984862"
269,Uber,Bengaluru,,,India,Asia,600.0,26.05.20,23,2609.0,2009.0,Transportation,Post-IPO,24700,2020,"12,98815675","77,62260004"
270,Ebanx,Curitiba,,,Brazil,South America,62.0,27.05.20,8,775.0,713.0,Finance,Unknown,30,2020,"-25,4295963","-49,2712724"
271,Instructure,Salt Lake City,,Utah,USA,North America,150.0,27.05.20,12,1250.0,1100.0,Education,Acquired,89,2020,"40,7596198","-111,886797"
272,BookMyShow,Mumbai,,,India,Asia,270.0,28.05.20,18,1500.0,1230.0,Consumer,Unknown,224,2020,"19,0785451","72,878176"
273,Culture Amp,Melbourne,,,Australia,Oceana,36.0,28.05.20,8,450.0,414.0,HR,Series E,157,2020,"-37,8142454","144,9631732"
274,The Sill,New York City,,New York,USA,North America,20.0,28.05.20,25,80.0,60.0,Retail,Series A,7,2020,"40,7127281","-74,0060152"
275,TrueCar,Los Angeles,,California,USA,North America,219.0,28.05.20,30,730.0,511.0,Transportation,Post-IPO,340,2020,"34,0536909","-118,242766"
276,Brex,San Francisco,San Francisco Bay Area,California,USA,North America,62.0,29.05.20,15,413.0,351.0,Finance,Series C,732,2020,"37,7792588","-122,4193286"
277,Loftium,Seattle,,Washington,USA,North America,32.0,29.05.20,60,53.0,21.0,Real Estate,Series A,17,2020,"47,6038321","-122,330062"
278,CrowdStreet,Portland,,Oregon,USA,North America,24.0,01.06.20,22,109.0,85.0,Real Estate,Series C,24,2020,"45,5202471","-122,674194"
279,Stitch Fix,San Francisco,San Francisco Bay Area,California,USA,North America,1400.0,01.06.20,18,7778.0,6378.0,Retail,Post-IPO,79,2020,"37,7792588","-122,4193286"
280,Descartes Labs,Santa Fe,,New Mexico,USA,North America,12.0,02.06.20,16,75.0,63.0,Data,Series B,58,2020,"35,6876096","-105,938456"
281,Fundbox,San Francisco,San Francisco Bay Area,California,USA,North America,14.0,02.06.20,15,93.0,79.0,Finance,Series C,453,2020,"37,7792588","-122,4193286"
282,Rivian,Detroit,,Michigan,USA,North America,40.0,02.06.20,2,2000.0,1960.0,Transportation,Post-IPO,10700,2020,"42,3315509","-83,0466403"
283,Credit Sesame,Mountain View,San Francisco Bay Area,California,USA,North America,22.0,03.06.20,14,157.0,135.0,Finance,Series F,120,2020,"37,3893889","-122,0832101"
284,Monzo,London,,,UK,Europe,120.0,03.06.20,8,1500.0,1380.0,Finance,Series F,324,2020,"51,4893335","-0,144055085"
285,SpotHero,Chicago,,Illinois,USA,North America,40.0,03.06.20,21,190.0,150.0,Transportation,Series D,117,2020,"41,8755616","-87,6244212"
286,Builder,Los Angeles,,California,USA,North America,39.0,04.06.20,14,279.0,240.0,Product,Series A,29,2020,"34,0536909","-118,242766"
287,Lastline,Redwood City,San Francisco Bay Area,California,USA,North America,50.0,04.06.20,40,125.0,75.0,Security,Series C,52,2020,"37,4863239","-122,232523"
288,Ethos Life,San Francisco,San Francisco Bay Area,California,USA,North America,18.0,05.06.20,14,129.0,111.0,Finance,Series C,106,2020,"37,7792588","-122,4193286"
289,The Athletic,San Francisco,San Francisco Bay Area,California,USA,North America,46.0,05.06.20,8,575.0,529.0,Media,Series D,139,2020,"37,7792588","-122,4193286"
290,Branch,New York City,,New York,USA,North America,3.0,11.06.20,27,11.0,8.0,Retail,Seed,2,2020,"40,7127281","-74,0060152"
291,SynapseFI,San Francisco,San Francisco Bay Area,California,USA,North America,63.0,12.06.20,48,131.0,68.0,Finance,Series B,50,2020,"37,7792588","-122,4193286"
292,Uber,Amsterdam,,,Netherlands,Europe,225.0,12.06.20,25,900.0,675.0,Transportation,Post-IPO,,2020,"52,3730796","4,8924534"
293,Grab,Singapore,,,Singapore,Asia,360.0,16.06.20,5,7200.0,6840.0,Transportation,Series I,,2020,"1,2899175","103,8519072"
294,PaisaBazaar,Gurugram,,,India,Asia,1500.0,16.06.20,50,3000.0,1500.0,Finance,Series G,496,2020,"28,4646148","77,0299194"
295,Redox,Madison,,Wisconsin,USA,North America,44.0,16.06.20,25,176.0,132.0,Healthcare,Series C,50,2020,"43,074761","-89,3837613"
296,Splunk,San Jose,San Francisco Bay Area,California,USA,North America,70.0,16.06.20,1,7000.0,6930.0,Data,Post-IPO,40,2020,"37,3361663","-121,890591"
297,Navi,Bengaluru,,,India,Asia,40.0,17.06.20,25,160.0,120.0,Finance,Private Equity,582,2020,"12,98815675","77,62260004"
298,Intuit,Mountain View,San Francisco Bay Area,California,USA,North America,715.0,22.06.20,7,10214.0,9499.0,Finance,Post-IPO,18,2020,"37,3893889","-122,0832101"
299,Dark,San Francisco,San Francisco Bay Area,California,USA,North America,6.0,23.06.20,100,6.0,,Product,Seed,3,2020,"37,7792588","-122,4193286"
300,Gojek,Jakarta,,,Indonesia,Asia,430.0,23.06.20,9,4778.0,4348.0,Transportation,Series F,4800,2020,"-6,175247","106,8270488"
301,ScaleFactor,Austin,,Texas,USA,North America,90.0,23.06.20,90,100.0,10.0,Finance,Series C,103,2020,"30,2711286","-97,7436995"
302,Sonos,New York City,,New York,USA,North America,174.0,24.06.20,12,1450.0,1276.0,Consumer,Post-IPO,455,2020,"40,7127281","-74,0060152"
303,Bounce,Bengaluru,,,India,Asia,130.0,29.06.20,22,591.0,461.0,Transportation,Series D,214,2020,"12,98815675","77,62260004"
304,Katerra,Menlo Park,San Francisco Bay Area,California,USA,North America,400.0,29.06.20,7,5714.0,5314.0,Construction,Series E,1300,2020,"37,4519671","-122,177992"
305,G2,Chicago,,Illinois,USA,North America,17.0,30.06.20,5,340.0,323.0,Marketing,Series C,101,2020,"41,8755616","-87,6244212"
306,Zilingo,Singapore,,,Singapore,Asia,100.0,09.07.20,12,833.0,733.0,Retail,Series D,307,2020,"1,2899175","103,8519072"
307,Skyscanner,Edinburgh,,,UK,Europe,300.0,14.07.20,20,1500.0,1200.0,Travel,Acquired,197,2020,"55,9533456","-3,1883749"
308,Optimizely,San Francisco,San Francisco Bay Area,California,USA,North America,60.0,15.07.20,15,400.0,340.0,Marketing,Series D,251,2020,"37,7792588","-122,4193286"
309,Lighter Capital,Seattle,,Washington,USA,North America,22.0,20.07.20,49,45.0,23.0,Finance,Series B,15,2020,"47,6038321","-122,330062"
310,LinkedIn,Sunnyvale,San Francisco Bay Area,California,USA,North America,960.0,21.07.20,6,16000.0,15040.0,HR,Acquired,154,2020,"37,3688301","-122,036349"
311,Checkr,San Francisco,San Francisco Bay Area,California,USA,North America,64.0,23.07.20,12,533.0,469.0,HR,Series D,309,2020,"37,7792588","-122,4193286"
312,Swiggy,Bengaluru,,,India,Asia,350.0,27.07.20,5,7000.0,6650.0,Food,Series I,1600,2020,"12,98815675","77,62260004"
313,Zeitgold,Berlin,,Berlin,Germany,Europe,75.0,27.07.20,72,104.0,29.0,Finance,Series B,60,2020,"52,5170365","13,3888599"
314,Procore,Los Angeles,,California,USA,North America,180.0,28.07.20,9,2000.0,1820.0,Construction,Unknown,649,2020,"34,0536909","-118,242766"
315,Buy.com,San Mateo,San Francisco Bay Area,California,USA,North America,87.0,30.07.20,100,87.0,,Retail,Acquired,42,2020,"37,496904","-122,3330573"
316,Thriver,Toronto,,,Canada,North America,75.0,06.08.20,50,150.0,75.0,Food,Series B,53,2020,"43,6534817","-79,3839347"
317,Glossier,New York City,,New York,USA,North America,150.0,07.08.20,38,395.0,245.0,Retail,Series D,186,2020,"40,7127281","-74,0060152"
318,Eatsy,Singapore,,,Singapore,Asia,20.0,08.08.20,100,20.0,,Food,Seed,1,2020,"1,2899175","103,8519072"
319,Mozilla,San Francisco,San Francisco Bay Area,California,USA,North America,250.0,11.08.20,25,1000.0,750.0,Consumer,Unknown,2,2020,"37,7792588","-122,4193286"
320,Docly,London,,,UK,Europe,8.0,19.08.20,80,10.0,2.0,Healthcare,Seed,16,2020,"51,4893335","-0,144055085"
321,SaleSan Francisco Bay Areaorce,San Francisco,San Francisco Bay Area,California,USA,North America,1000.0,26.08.20,2,50000.0,49000.0,Sales,Post-IPO,65,2020,"37,7792588","-122,4193286"
322,MakeMyTrip,New Delhi,,,India,Asia,350.0,31.08.20,10,3500.0,3150.0,Travel,Post-IPO,548,2020,"28,6138954","77,2090057"
323,GoBear,Singapore,,,Singapore,Asia,22.0,01.09.20,11,200.0,178.0,Finance,Unknown,97,2020,"1,2899175","103,8519072"
324,Waze,Palo Alto,San Francisco Bay Area,California,USA,North America,30.0,09.09.20,5,600.0,570.0,Transportation,Acquired,67,2020,"37,4443293","-122,1598465"
